"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-19",,"32","11",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-20",,"41","22",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-21",,"39","27",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-22",,"46","38",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-23",,"45","40",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-24",,"52","43",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-25",,"54","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-26",,"51","32",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-27",,"40","29",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-28",,"34","29",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-29",,"38","23",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-30",,"37","19",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2023-12-31",,"31","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-01",,"28","24",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-02",,"31","23",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-03",,"34","27",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-04",,"31","20",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-05",,"35","18",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-06",,"34","29",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-07",,"33","29",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-08",,"33","26",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-09",,"33","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-10",,"32","25",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-11",,"31","24",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-12",,"32","25",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-13",,"26","0",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-14",,"0","-9",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-15",,"3","-11",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-16",,"2","-9",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-17",,"13","-1",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-18",,"13","-1",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-19",,"9","1",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-20",,"14","-2",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-21",,"20","-4",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-22",,"32","20",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-23",,"33","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-24",,"36","32",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-25",,"36","32",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-26",,"36","33",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-27",,"38","33",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-28",,"35","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-29",,"37","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-30",,"40","35",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-01-31",,"40","33",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-01",,"44","26",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-02",,"35","26",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-03",,"44","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-04",,"42","24",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-05",,"34","20",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-06",,"41","21",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-07",,"43","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-08",,"55","37",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-09",,"41","35",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-10",,"40","25",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-11",,"36","21",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-12",,"47","20",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-13",,"39","24",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-14",,"46","20",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-15",,"39","24",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-16",,"29","11",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-17",,"30","9",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-18",,"43","22",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-19",,"45","17",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-20",,"55","22",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-21",,"60","38",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-22",,"59","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-23",,"42","18",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-24",,"33","9",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-25",,"57","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-26",,"67","25",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-27",,"70","34",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-28",,"34","11",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-02-29",,"45","11",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-01",,"48","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-02",,"60","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-03",,"73","43",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-04",,"57","32",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-05",,"49","31",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-06",,"52","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-07",,"54","31",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-08",,"44","38",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-09",,"39","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-10",,"47","27",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-11",,"63","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-12",,"68","38",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-13",,"67","31",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-14",,"49","37",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-15",,"55","29",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-16",,"53","36",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-17",,"37","25",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-18",,"36","22",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-19",,"56","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-20",,"39","23",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-21",,"36","20",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-22",,"34","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-23",,"36","17",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-24",,"39","27",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-25",,"55","38",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-26",,"53","27",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-27",,"39","25",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-28",,"45","25",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-29",,"52","22",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-30",,"52","36",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-03-31",,"47","33",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-01",,"48","33",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-02",,"39","32",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-03",,"35","33",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-04",,"44","33",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-05",,"50","30",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-06",,"54","27",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-07",,"45","35",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-08",,"62","43",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-09",,"62","38",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-10",,"69","41",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-11",,"61","42",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-12",,"61","46",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-13",,"70","35",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-14",,"82","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-15",,"75","40",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-16",,"68","45",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-17",,"62","47",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-18",,"50","40",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-19",,"52","35",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-20",,"40","31",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-21",,"58","28",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-22",,"64","32",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-23",,"70","45",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-24",,"54","35",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-25",,"60","31",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-26",,"60","39",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-27",,"80","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-28",,"62","47",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-29",,"67","49",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-04-30",,"70","45",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-01",,"73","57",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-02",,"73","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-03",,"74","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-04",,"76","44",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-05",,"68","42",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-06",,"73","42",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-07",,"67","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-08",,"77","45",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-09",,"63","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-10",,"70","45",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-11",,"69","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-12",,"83","46",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-13",,"70","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-14",,"65","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-15",,"74","45",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-16",,"77","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-17",,"80","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-18",,"87","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-19",,"80","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-20",,"69","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-21",,"86","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-22",,"72","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-23",,"79","49",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-24",,"73","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-25",,"75","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-26",,"66","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-27",,"72","54",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-28",,"68","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-29",,"70","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-30",,"73","45",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-05-31",,"80","49",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-01",,"68","54",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-02",,"77","54",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-03",,"78","62",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-04",,"83","65",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-05",,"80","62",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-06",,"73","59",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-07",,"76","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-08",,"69","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-09",,"77","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-10",,"74","49",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-11",,"74","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-12",,"87","57",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-13",,"83","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-14",,"80","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-15",,"80","54",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-16",,"90","65",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-17",,"92","73",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-18",,"92","74",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-19",,"87","69",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-20",,"78","67",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-21",,"85","67",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-22",,"81","69",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-23",,"78","65",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-24",,"85","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-25",,"90","74",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-26",,"84","64",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-27",,"75","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-28",,"74","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-29",,"84","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-06-30",,"73","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-01",,"75","52",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-02",,"72","60",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-03",,"86","67",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-04",,"82","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-05",,"77","63",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-06",,"81","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-07",,"83","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-08",,"83","69",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-09",,"83","65",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-10",,"83","67",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-11",,"84","64",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-12",,"85","62",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-13",,"88","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-14",,"86","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-15",,"88","69",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-16",,"83","65",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-17",,"76","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-18",,"77","54",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-19",,"80","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-20",,"82","60",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-21",,"83","63",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-22",,"83","61",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-23",,"79","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-24",,"76","60",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-25",,"80","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-26",,"80","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-27",,"83","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-28",,"83","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-29",,"83","68",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-30",,"88","63",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-07-31",,"92","67",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-01",,"86","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-02",,"88","65",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-03",,"88","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-04",,"88","67",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-05",,"79","63",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-06",,"76","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-07",,"78","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-08",,"77","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-09",,"69","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-10",,"72","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-11",,"77","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-12",,"82","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-13",,"84","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-14",,"83","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-15",,"74","68",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-16",,"84","68",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-17",,"79","68",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-18",,"79","63",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-19",,"77","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-20",,"72","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-21",,"75","49",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-22",,"77","51",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-23",,"79","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-24",,"86","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-25",,"90","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-26",,"94","75",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-27",,"90","72",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-28",,"85","68",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-29",,"81","66",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-30",,"80","58",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-08-31",,"83","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-01",,"74","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-02",,"76","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-03",,"76","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-04",,"79","51",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-05",,"76","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-06",,"66","47",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-07",,"65","42",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-08",,"74","43",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-09",,"79","59",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-10",,"81","52",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-11",,"84","59",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-12",,"86","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-13",,"85","57",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-14",,"87","59",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-15",,"89","60",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-16",,"86","57",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-17",,"86","53",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-18",,"85","51",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-19",,"86","55",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-20",,"85","57",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-21",,"87","54",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-22",,"68","52",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-23",,"69","47",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-24",,"70","52",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-25",,"76","48",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-26",,"79","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-27",,"77","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-28",,"79","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-29",,"80","56",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-09-30",,"80","52",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-01",,"69","47",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-02",,"70","41",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-03",,"75","49",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-04",,"68","46",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-05",,"82","43",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-06",,"69","50",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-07",,"64","38",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-08",,"70","40",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-09",,"69","40",
"USW00014837","MADISON DANE CO REGIONAL AIRPORT, WI US","2024-10-10",,"72","39",
